11/12/2013 21:59:40,TH,30.73
11/12/2013 21:59:41,CN,6.08
11/12/2013 21:59:44,PK,105.34
11/12/2013 21:59:47,NG,155.60
11/12/2013 21:59:48,IN,61.00
11/12/2013 21:59:50,PH,43.09
11/12/2013 21:59:51,ID,11599.30
11/12/2013 21:59:52,MX,12.71
11/12/2013 21:59:54,GH,2.06
11/12/2013 21:59:57,SO,1.00
11/12/2013 22:00:00,ET,19.00
